"tanggal","TEST_NAME","jumlah"
"2022-11-18",Hematokrit,1
"2022-11-18",Hemoglobin,1
"2022-11-18",Lekosit,1
"2022-11-18",Limfosit,1
"2022-11-18",MCH,1
"2022-11-18",MCHC,1
"2022-11-18",MCV,1
"2022-11-18",Monosit,1
"2022-11-18",Neutrofil,1
"2022-11-18",NLR,1
"2022-11-18",RDW,1
"2022-11-18",Trombosit,1
"2022-11-19",Anti HCV Rapid Kualitatif,1
"2022-11-19",Anti HIV Rapid Kualiatif,1
"2022-11-19",Antigen SARS Cov-19 Nasal,3
"2022-11-19",Antigen SARS-CoV-2 ,26
"2022-11-19",Asam Urat,1
"2022-11-19",Aviditas Anti Toxoplasma IgG,1
"2022-11-19",Bakteri,3
"2022-11-19",Basofil,3
"2022-11-19",Berat Jenis,3
"2022-11-19",Bilirubin,3
"2022-11-19",Darah Samar,3
"2022-11-19",Dengue NS 1 Ag,1
"2022-11-19",Eosinofil,3
"2022-11-19",Epitel,3
"2022-11-19",Eritrosit,6
"2022-11-19",Esterase Lekosit,3
"2022-11-19",Ferritin,2
"2022-11-19",Glukosa,3
"2022-11-19",Glukosa Darah 2 Jam PP,1
"2022-11-19",Glukosa Darah Puasa,3
"2022-11-19",Glukosa Darah Sewaktu,1
"2022-11-19",Hasil,27
"2022-11-19",HBsAg Rapid,1
"2022-11-19",Hematokrit,3
"2022-11-19",Hemoglobin,3
"2022-11-19",Jamur,3
"2022-11-19",Kejernihan,3
"2022-11-19",Keton,3
"2022-11-19",Kolesterol HDL,2
"2022-11-19",Kolesterol LDL,2
"2022-11-19",Kolesterol Total,2
"2022-11-19",Kreatinin,2
"2022-11-19",Kristal,3
"2022-11-19",Laju Endap Darah (LED),3
"2022-11-19",Lekosit,6
"2022-11-19",Limfosit,3
"2022-11-19",Limfosit Absolut,3
"2022-11-19",MCH,3
"2022-11-19",MCHC,3
"2022-11-19",MCV,3
"2022-11-19",Monosit,3
"2022-11-19",Neutrofil,3
"2022-11-19",Neutrofil Absolut,3
"2022-11-19",Nitrit,3
"2022-11-19",NLR,3
"2022-11-19",pH,3
"2022-11-19",Protein,3
"2022-11-19",RDW,3
"2022-11-19",SGOT,2
"2022-11-19",SGPT,2
"2022-11-19",Silinder,3
"2022-11-19",Trigliserida,2
"2022-11-19",Trombosit,3
"2022-11-19",Ureum,2
"2022-11-19",Urobilinogen,3
"2022-11-19",Vitamin D 25 OH,2
"2022-11-19",Warna,3
"2022-11-20",Antigen SARS Cov-19 Nasal,1
"2022-11-20",Antigen SARS-CoV-2 ,34
"2022-11-20",Bakteri,1
"2022-11-20",Basofil,1
"2022-11-20",Berat Jenis,1
"2022-11-20",Bilirubin,1
"2022-11-20",Darah Samar,1
"2022-11-20",Eosinofil,1
"2022-11-20",Epitel,1
"2022-11-20",Eritrosit,2
"2022-11-20",Esterase Lekosit,1
"2022-11-20",Glukosa,1
"2022-11-20",Glukosa Darah Puasa,1
"2022-11-20",Glukosa POCT,1
"2022-11-20",Hasil,30
"2022-11-20",Hematokrit,1
"2022-11-20",Hemoglobin,1
"2022-11-20",Jamur,1
"2022-11-20",Kejernihan,1
"2022-11-20",Keton,1
"2022-11-20",Kreatinin,1
"2022-11-20",Kristal,1
"2022-11-20",Lekosit,2
"2022-11-20",Limfosit,1
"2022-11-20",MCH,1
"2022-11-20",MCHC,1
"2022-11-20",MCV,1
"2022-11-20",Monosit,1
"2022-11-20",Neutrofil,1
"2022-11-20",Nitrit,1
"2022-11-20",NLR,1
"2022-11-20",pH,1
"2022-11-20",Protein,1
"2022-11-20",RDW,1
"2022-11-20",SGOT,1
"2022-11-20",SGPT,1
"2022-11-20",Silinder,1
"2022-11-20",Trigliserida,1
"2022-11-20",Trombosit,1
"2022-11-20",Ureum,1
"2022-11-20",Urobilinogen,1
"2022-11-20",Warna,1
"2022-11-21",Albumin,1
"2022-11-21",Anti HCV,1
"2022-11-21",Anti HIV Rapid Kualiatif,1
"2022-11-21",Antigen SARS Cov-19 Nasal,3
"2022-11-21",Antigen SARS-CoV-2 ,31
"2022-11-21",Asam Urat,1
"2022-11-21",Bakteri,1
"2022-11-21",Basofil,4
"2022-11-21",Berat Jenis,1
"2022-11-21",Bilirubin,1
"2022-11-21",Darah Samar,1
"2022-11-21",Eosinofil,4
"2022-11-21",Epitel,1
"2022-11-21",Eritrosit,5
"2022-11-21",Esterase Lekosit,1
"2022-11-21",Glukosa,1
"2022-11-21",Glukosa Darah Puasa,1
"2022-11-21",Hasil,35
"2022-11-21",HBsAg,1
"2022-11-21",Hematokrit,4
"2022-11-21",Hemoglobin,4
"2022-11-21",Jamur,1
"2022-11-21",Kalium (K),1
"2022-11-21",Kejernihan,1
"2022-11-21",Keton,1
"2022-11-21",Klorida (Cl),1
"2022-11-21",Kolesterol Total,1
"2022-11-21",Kreatinin,1
"2022-11-21",Kristal,1
"2022-11-21",Laju Endap Darah (LED),2
"2022-11-21",Lekosit,5
"2022-11-21",Limfosit,4
"2022-11-21",Limfosit Absolut,2
"2022-11-21",MCH,4
"2022-11-21",MCHC,4
"2022-11-21",MCV,4
"2022-11-21",Monosit,4
"2022-11-21",Natrium (Na),1
"2022-11-21",Neutrofil,4
"2022-11-21",Neutrofil Absolut,2
"2022-11-21",Nitrit,1
"2022-11-21",NLR,4
"2022-11-21",pH,1
"2022-11-21",Protein,1
"2022-11-21",RDW,4
"2022-11-21",S. Parathyphi CH (Widal),2
"2022-11-21",S. Paratyphi AH (Widal),2
"2022-11-21",S. Paratyphi AO (Widal),2
"2022-11-21",S. Paratyphi BH (Widal),2
"2022-11-21",S. Paratyphi BO (Widal),2
"2022-11-21",S. Paratyphi CO (Widal),2
"2022-11-21",S. Typhi H (Widal),2
"2022-11-21",S. Typhi O (Widal),2
"2022-11-21",SGOT,1
"2022-11-21",SGPT,1
"2022-11-21",Silinder,1
"2022-11-21",Trigliserida,1
"2022-11-21",Trombosit,4
"2022-11-21",Urobilinogen,1
"2022-11-21",Warna,1
"2022-11-22",Antigen SARS Cov-19 Nasal,1
"2022-11-22",Antigen SARS-CoV-2 ,32
"2022-11-22",Asam Urat,1
"2022-11-22",Bakteri,1
"2022-11-22",Basofil,6
"2022-11-22",Berat Jenis,1
"2022-11-22",Bilirubin,1
"2022-11-22",CRP Kualitatif,1
"2022-11-22",Darah Samar,1
"2022-11-22",Eosinofil,6
"2022-11-22",Epitel,1
"2022-11-22",Eritrosit,7
"2022-11-22",Esterase Lekosit,1
"2022-11-22",Glukosa,1
"2022-11-22",Glukosa Darah Puasa,1
"2022-11-22",Hasil,16
"2022-11-22",HbA1C,1
"2022-11-22",Hematokrit,6
"2022-11-22",Hemoglobin,6
"2022-11-22",Jamur,1
"2022-11-22",Kejernihan,1
"2022-11-22",Keton,1
"2022-11-22",Kolesterol HDL,2
"2022-11-22",Kolesterol LDL,2
"2022-11-22",Kolesterol Total,2
"2022-11-22",Kristal,1
"2022-11-22",Laju Endap Darah (LED),3
"2022-11-22",Lekosit,7
"2022-11-22",Limfosit,6
"2022-11-22",Limfosit Absolut,3
"2022-11-22",MCH,6
"2022-11-22",MCHC,6
"2022-11-22",MCV,6
"2022-11-22",Monosit,6
"2022-11-22",Neutrofil,6
"2022-11-22",Neutrofil Absolut,3
"2022-11-22",Nitrit,1
"2022-11-22",NLR,6
"2022-11-22",pH,1
"2022-11-22",Protein,1
"2022-11-22",RDW,6
"2022-11-22",S. Parathyphi CH (Widal),1
"2022-11-22",S. Paratyphi AH (Widal),1
"2022-11-22",S. Paratyphi AO (Widal),1
"2022-11-22",S. Paratyphi BH (Widal),1
"2022-11-22",S. Paratyphi BO (Widal),1
"2022-11-22",S. Paratyphi CO (Widal),1
"2022-11-22",S. Typhi H (Widal),1
"2022-11-22",S. Typhi O (Widal),1
"2022-11-22",Silinder,1
"2022-11-22",Trigliserida,2
"2022-11-22",Trombosit,6
"2022-11-22",Urobilinogen,1
"2022-11-22",Warna,1
"2022-11-23",Antigen SARS Cov-19 Nasal,3
"2022-11-23",Antigen SARS-CoV-2 ,28
"2022-11-23",Asam Urat,1
"2022-11-23",eGFR,1
"2022-11-23",Glukosa Darah Puasa,1
"2022-11-23",Glukosa Darah Sewaktu,1
"2022-11-23",Hasil,32
"2022-11-23",Kolesterol Total,1
"2022-11-23",Kreatinin,1
"2022-11-23",SGOT,1
"2022-11-23",SGPT,1
"2022-11-23",Ureum,1
"2022-11-24",Antigen SARS-CoV-2 ,21
"2022-11-24",Basofil,2
"2022-11-24",Eosinofil,2
"2022-11-24",Eritrosit,2
"2022-11-24",Glukosa Darah Puasa,1
"2022-11-24",Hasil,28
"2022-11-24",HbA1C,1
"2022-11-24",Hematokrit,2
"2022-11-24",Hemoglobin,2
"2022-11-24",Kolesterol HDL,1
"2022-11-24",Kolesterol LDL,1
"2022-11-24",Kolesterol Total,1
"2022-11-24",Laju Endap Darah (LED),1
"2022-11-24",Lekosit,2
"2022-11-24",Limfosit,2
"2022-11-24",Limfosit Absolut,1
"2022-11-24",MCH,2
"2022-11-24",MCHC,2
"2022-11-24",MCV,2
"2022-11-24",Monosit,2
"2022-11-24",Neutrofil,2
"2022-11-24",Neutrofil Absolut,1
"2022-11-24",NLR,2
"2022-11-24",RDW,2
"2022-11-24",S. Parathyphi CH (Widal),1
"2022-11-24",S. Paratyphi AH (Widal),1
"2022-11-24",S. Paratyphi AO (Widal),1
"2022-11-24",S. Paratyphi BH (Widal),1
"2022-11-24",S. Paratyphi BO (Widal),1
"2022-11-24",S. Paratyphi CO (Widal),1
"2022-11-24",S. Typhi H (Widal),1
"2022-11-24",S. Typhi O (Widal),1
"2022-11-24",Trigliserida,1
"2022-11-24",Trombosit,2
"2022-11-25",Albumin,1
"2022-11-25",Antigen SARS-CoV-2 ,17
"2022-11-25",Asam Urat,2
"2022-11-25",Basofil,1
"2022-11-25",Eosinofil,1
"2022-11-25",Eritrosit,1
"2022-11-25",Glukosa Darah Puasa,1
"2022-11-25",Glukosa Darah Sewaktu,1
"2022-11-25",Hasil,16
"2022-11-25",Hematokrit,1
"2022-11-25",Hemoglobin,1
"2022-11-25",Kolesterol HDL,1
"2022-11-25",Kolesterol LDL,1
"2022-11-25",Kolesterol Total,1
"2022-11-25",Kreatinin,1
"2022-11-25",Lekosit,1
"2022-11-25",Limfosit,1
"2022-11-25",MCH,1
"2022-11-25",MCHC,1
"2022-11-25",MCV,1
"2022-11-25",Monosit,1
"2022-11-25",Neutrofil,1
"2022-11-25",NLR,1
"2022-11-25",RDW,1
"2022-11-25",S. Parathyphi CH (Widal),1
"2022-11-25",S. Paratyphi AH (Widal),1
"2022-11-25",S. Paratyphi AO (Widal),1
"2022-11-25",S. Paratyphi BH (Widal),1
"2022-11-25",S. Paratyphi BO (Widal),1
"2022-11-25",S. Paratyphi CO (Widal),1
"2022-11-25",S. Typhi H (Widal),1
"2022-11-25",S. Typhi O (Widal),1
"2022-11-25",Trigliserida,1
"2022-11-25",Trombosit,1
"2022-11-25",Ureum,1
"2022-11-26",Aglutinasi,1
"2022-11-26",Antigen SARS Cov-19 Nasal,2
"2022-11-26",Antigen SARS-CoV-2 ,18
"2022-11-26",Asam Urat,3
"2022-11-26",Darah Samar,1
"2022-11-26",Eritrosit,1
"2022-11-26",Eritrosit ,1
"2022-11-26",Glukosa Darah Puasa,1
"2022-11-26",Hasil,30
"2022-11-26",Jumlah Sperma,1
"2022-11-26",Kolesterol HDL,2
"2022-11-26",Kolesterol LDL,2
"2022-11-26",Kolesterol LDL Direk,2
"2022-11-26",Kolesterol Total,2
"2022-11-26",Konsentrasi Sperma,1
"2022-11-26",Konsistensi,1
"2022-11-26",Lekosit ,1
"2022-11-26",Leukosit,1
"2022-11-26",Morfologi Sperma Normal,1
"2022-11-26",pH,1
"2022-11-26",Telur Cacing,1
"2022-11-26",Trigliserida,4
"2022-11-26",Viabilitas Sperma,1
"2022-11-26",Viskositas,1
"2022-11-26",Volume Sperma,1
"2022-11-26",Waktu Likuifaksi,1
"2022-11-26",Warna,1
"2022-11-26",Warna Sperma,1
"2022-11-27",Anti Dengue IgG,2
"2022-11-27",Anti Dengue IgM,2
"2022-11-27",Anti HIV Rapid Kualiatif,1
"2022-11-27",Antigen SARS Cov-19 Nasal,4
"2022-11-27",Antigen SARS-CoV-2 ,24
"2022-11-27",Asam Urat,1
"2022-11-27",Basofil,6
"2022-11-27",CRP Kuantitatif,1
"2022-11-27",Eosinofil,6
"2022-11-27",Eritrosit,6
"2022-11-27",FSH,1
"2022-11-27",Glukosa Darah Puasa,1
"2022-11-27",Hasil,38
"2022-11-27",Hematokrit,6
"2022-11-27",Hemoglobin,6
"2022-11-27",Kolesterol HDL,1
"2022-11-27",Kolesterol LDL,1
"2022-11-27",Kolesterol Total,1
"2022-11-27",Laju Endap Darah (LED),2
"2022-11-27",Lekosit,6
"2022-11-27",Limfosit,6
"2022-11-27",Limfosit Absolut,3
"2022-11-27",MCH,6
"2022-11-27",MCHC,6
"2022-11-27",MCV,6
"2022-11-27",Monosit,6
"2022-11-27",Neutrofil,6
"2022-11-27",Neutrofil Absolut,3
"2022-11-27",NLR,6
"2022-11-27",RDW,6
"2022-11-27",S. Parathyphi CH (Widal),3
"2022-11-27",S. Paratyphi AH (Widal),3
"2022-11-27",S. Paratyphi AO (Widal),3
"2022-11-27",S. Paratyphi BH (Widal),3
"2022-11-27",S. Paratyphi BO (Widal),3
"2022-11-27",S. Paratyphi CO (Widal),3
"2022-11-27",S. Typhi H (Widal),3
"2022-11-27",S. Typhi O (Widal),3
"2022-11-27",Testosteron,1
"2022-11-27",Trigliserida,1
"2022-11-27",Trombosit,6
"2022-11-28",Antigen SARS Cov-19 Nasal,3
"2022-11-28",Antigen SARS-CoV-2 ,29
"2022-11-28",Asam Urat,1
"2022-11-28",Glukosa Darah Puasa,1
"2022-11-28",Hasil,18
"2022-11-28",Kolesterol HDL,1
"2022-11-28",Kolesterol LDL Direk,1
"2022-11-28",Trigliserida,1
"2022-11-29",Antigen SARS Cov-19 Nasal,1
"2022-11-29",Antigen SARS-CoV-2 ,18
"2022-11-29",Asam Urat,1
"2022-11-29",Bakteri,2
"2022-11-29",Basofil,3
"2022-11-29",Berat Jenis,2
"2022-11-29",Bilirubin,2
"2022-11-29",Darah Samar,2
"2022-11-29",eGFR,1
"2022-11-29",Eosinofil,3
"2022-11-29",Epitel,2
"2022-11-29",Eritrosit,6
"2022-11-29",Esterase Lekosit,2
"2022-11-29",Glukosa,2
"2022-11-29",Glukosa 2 Jam (GTT),1
"2022-11-29",Glukosa Darah Puasa,1
"2022-11-29",Glukosa Puasa (GTT),1
"2022-11-29",Hasil,27
"2022-11-29",HBeAg,1
"2022-11-29",Hematokrit,3
"2022-11-29",Hemoglobin,3
"2022-11-29",Jamur,2
"2022-11-29",Kejernihan,2
"2022-11-29",Keton,2
"2022-11-29",Kolesterol HDL,1
"2022-11-29",Kolesterol LDL,1
"2022-11-29",Kolesterol Total,1
"2022-11-29",Konsistensi,1
"2022-11-29",Kreatinin,2
"2022-11-29",Kristal,2
"2022-11-29",Laju Endap Darah (LED),3
"2022-11-29",Lekosit,5
"2022-11-29",Leukosit,1
"2022-11-29",Limfosit,3
"2022-11-29",Limfosit Absolut,3
"2022-11-29",MCH,3
"2022-11-29",MCHC,3
"2022-11-29",MCV,3
"2022-11-29",Monosit,3
"2022-11-29",Neutrofil,3
"2022-11-29",Neutrofil Absolut,3
"2022-11-29",Nitrit,2
"2022-11-29",NLR,3
"2022-11-29",pH,2
"2022-11-29",Protein,2
"2022-11-29",RDW,3
"2022-11-29",SGOT,2
"2022-11-29",SGPT,2
"2022-11-29",Silinder,2
"2022-11-29",Telur Cacing,1
"2022-11-29",Trigliserida,1
"2022-11-29",Trombosit,3
"2022-11-29",Ureum,2
"2022-11-29",Urobilinogen,2
"2022-11-29",Warna,3
"2022-11-30",Antigen SARS Cov-19 Nasal,3
"2022-11-30",Antigen SARS-CoV-2 ,31
"2022-11-30",ASTO/ ASO,1
"2022-11-30",Bakteri,2
"2022-11-30",Basofil,5
"2022-11-30",Berat Jenis,2
"2022-11-30",Bilirubin,2
"2022-11-30",CRP Kuantitatif,1
"2022-11-30",Darah Samar,2
"2022-11-30",Eosinofil,5
"2022-11-30",Epitel,2
"2022-11-30",Eritrosit,7
"2022-11-30",Esterase Lekosit,2
"2022-11-30",Glukosa,2
"2022-11-30",Hasil,19
"2022-11-30",Hematokrit,5
"2022-11-30",Hemoglobin,5
"2022-11-30",Jamur,2
"2022-11-30",Kejernihan,2
"2022-11-30",Keton,2
"2022-11-30",Kolesterol HDL,1
"2022-11-30",Kolesterol LDL,1
"2022-11-30",Kolesterol Total,1
"2022-11-30",Kristal,2
"2022-11-30",Laju Endap Darah (LED),4
"2022-11-30",Lekosit,7
"2022-11-30",Limfosit,5
"2022-11-30",Limfosit Absolut,4
"2022-11-30",MCH,5
"2022-11-30",MCHC,5
"2022-11-30",MCV,5
"2022-11-30",Monosit,5
"2022-11-30",Neutrofil,5
"2022-11-30",Neutrofil Absolut,4
"2022-11-30",Nitrit,2
"2022-11-30",NLR,5
"2022-11-30",pH,2
"2022-11-30",Protein,2
"2022-11-30",RDW,5
"2022-11-30",S. Parathyphi CH (Widal),1
"2022-11-30",S. Paratyphi AH (Widal),1
"2022-11-30",S. Paratyphi AO (Widal),1
"2022-11-30",S. Paratyphi BH (Widal),1
"2022-11-30",S. Paratyphi BO (Widal),1
"2022-11-30",S. Paratyphi CO (Widal),1
"2022-11-30",S. Typhi H (Widal),1
"2022-11-30",S. Typhi O (Widal),1
"2022-11-30",Silinder,2
"2022-11-30",Trigliserida,1
"2022-11-30",Trombosit,5
"2022-11-30",Urobilinogen,2
"2022-11-30",Warna,2
"2022-12-01",Anti Dengue IgG,1
"2022-12-01",Anti Dengue IgM,1
"2022-12-01",Anti S. Typhi IgM (Tubex),1
"2022-12-01",Antigen SARS Cov-19 Nasal,3
"2022-12-01",Antigen SARS-CoV-2 ,17
"2022-12-01",Asam Urat,1
"2022-12-01",Basofil,3
"2022-12-01",Eosinofil,3
"2022-12-01",Eritrosit,3
"2022-12-01",Glukosa Darah Puasa,1
"2022-12-01",Hasil,19
"2022-12-01",HbA1C,2
"2022-12-01",Hematokrit,3
"2022-12-01",Hemoglobin,3
"2022-12-01",Kolesterol Total,1
"2022-12-01",Laju Endap Darah (LED),3
"2022-12-01",Lekosit,3
"2022-12-01",Limfosit,3
"2022-12-01",Limfosit Absolut,3
"2022-12-01",MCH,3
"2022-12-01",MCHC,3
"2022-12-01",MCV,3
"2022-12-01",Monosit,3
"2022-12-01",Neutrofil,3
"2022-12-01",Neutrofil Absolut,3
"2022-12-01",NLR,3
"2022-12-01",RDW,3
"2022-12-01",S. Parathyphi CH (Widal),1
"2022-12-01",S. Paratyphi AH (Widal),1
"2022-12-01",S. Paratyphi AO (Widal),1
"2022-12-01",S. Paratyphi BH (Widal),1
"2022-12-01",S. Paratyphi BO (Widal),1
"2022-12-01",S. Paratyphi CO (Widal),1
"2022-12-01",S. Typhi H (Widal),1
"2022-12-01",S. Typhi O (Widal),1
"2022-12-01",Trombosit,3
"2022-12-02",Antigen SARS Cov-19 Nasal,1
"2022-12-02",Antigen SARS-CoV-2 ,16
"2022-12-02",Hasil,13
"2022-12-03",Aglutinasi,1
"2022-12-03",Antigen SARS-CoV-2 ,10
"2022-12-03",Basofil,2
"2022-12-03",Eosinofil,2
"2022-12-03",Eritrosit,2
"2022-12-03",Eritrosit ,1
"2022-12-03",Glukosa Darah Puasa,1
"2022-12-03",Hasil,24
"2022-12-03",Hematokrit,2
"2022-12-03",Hemoglobin,2
"2022-12-03",Jumlah Sperma,1
"2022-12-03",Kolesterol HDL,2
"2022-12-03",Kolesterol LDL,2
"2022-12-03",Kolesterol LDL Direk,1
"2022-12-03",Kolesterol Total,2
"2022-12-03",Konsentrasi Sperma,1
"2022-12-03",Kreatinin,1
"2022-12-03",Laju Endap Darah (LED),2
"2022-12-03",Lekosit,2
"2022-12-03",Lekosit ,1
"2022-12-03",Limfosit,2
"2022-12-03",Limfosit Absolut,2
"2022-12-03",MCH,2
"2022-12-03",MCHC,2
"2022-12-03",MCV,2
"2022-12-03",Monosit,2
"2022-12-03",Morfologi Sperma Normal,1
"2022-12-03",Neutrofil,2
"2022-12-03",Neutrofil Absolut,2
"2022-12-03",NLR,2
"2022-12-03",pH,1
"2022-12-03",Protrombine Time (PT),1
"2022-12-03",RDW,2
"2022-12-03",SGOT,1
"2022-12-03",SGPT,1
"2022-12-03",Tiroglobulin (H TG),1
"2022-12-03",Trigliserida,3
"2022-12-03",Trombosit,2
"2022-12-03",Viabilitas Sperma,1
"2022-12-03",Viskositas,1
"2022-12-03",Volume Sperma,1
"2022-12-03",Waktu Likuifaksi,1
"2022-12-03",Warna Sperma,1
"2022-12-04",Aglutinasi,1
"2022-12-04",Amphetamine,1
"2022-12-04",Anti HCV Rapid Kualitatif,1
"2022-12-04",Anti HIV Rapid Kualiatif,1
"2022-12-04",Antigen SARS Cov-19 Nasal,4
"2022-12-04",Antigen SARS-CoV-2 ,20
"2022-12-04",Asam Urat,2
"2022-12-04",Bakteri,2
"2022-12-04",Basofil,4
"2022-12-04",Benzodiazepin,1
"2022-12-04",Berat Jenis,2
"2022-12-04",Bilirubin,2
"2022-12-04",Canabis / Mariyuana (THC),1
"2022-12-04",Cocaine,1
"2022-12-04",Darah Samar,2
"2022-12-04",eGFR,1
"2022-12-04",Eosinofil,4
"2022-12-04",Epitel,2
"2022-12-04",Eritrosit,6
"2022-12-04",Eritrosit ,1
"2022-12-04",Esterase Lekosit,2
"2022-12-04",G6PD,1
"2022-12-04",Glukosa,2
"2022-12-04",Glukosa Darah Puasa,1
"2022-12-04",Hasil,20
"2022-12-04",HbA1C,2
"2022-12-04",HBsAg Rapid,1
"2022-12-04",Hematokrit,4
"2022-12-04",Hemoglobin,4
"2022-12-04",Jamur,2
"2022-12-04",Jumlah Sperma,1
"2022-12-04",Kalium (K),1
"2022-12-04",Kejernihan,2
"2022-12-04",Keton,2
"2022-12-04",Kolesterol HDL,2
"2022-12-04",Kolesterol LDL,2
"2022-12-04",Kolesterol Total,2
"2022-12-04",Konsentrasi Sperma,1
"2022-12-04",Kreatinin,4
"2022-12-04",Kristal,2
"2022-12-04",Laju Endap Darah (LED),1
"2022-12-04",Lekosit,6
"2022-12-04",Lekosit ,1
"2022-12-04",Limfosit,4
"2022-12-04",Limfosit Absolut,1
"2022-12-04",MCH,4
"2022-12-04",MCHC,4
"2022-12-04",MCV,4
"2022-12-04",Metamphetamine,1
"2022-12-04",Monosit,4
"2022-12-04",Morfologi Sperma Normal,1
"2022-12-04",Morphine,1
"2022-12-04",Neutrofil,4
"2022-12-04",Neutrofil Absolut,1
"2022-12-04",Nitrit,2
"2022-12-04",NLR,4
"2022-12-04",pH,3
"2022-12-04",Protein,2
"2022-12-04",RDW,4
"2022-12-04",SGOT,1
"2022-12-04",SGPT,1
"2022-12-04",Silinder,2
"2022-12-04",TPHA,1
"2022-12-04",Trigliserida,2
"2022-12-04",Trombosit,4
"2022-12-04",TSH Neonatus,1
"2022-12-04",Ureum,4
"2022-12-04",Urobilinogen,2
"2022-12-04",VDRL,1
"2022-12-04",Viabilitas Sperma,1
"2022-12-04",Viskositas,1
"2022-12-04",Volume Sperma,1
"2022-12-04",Waktu Likuifaksi,1
"2022-12-04",Warna,2
"2022-12-04",Warna Sperma,1
"2022-12-05",Antigen SARS Cov-19 Nasal,2
"2022-12-05",Antigen SARS-CoV-2 ,19
"2022-12-05",Bakteri,1
"2022-12-05",Basofil,4
"2022-12-05",Berat Jenis,1
"2022-12-05",Bilirubin,1
"2022-12-05",Darah Samar,1
"2022-12-05",Eosinofil,4
"2022-12-05",Epitel,1
"2022-12-05",Eritrosit,5
"2022-12-05",Esterase Lekosit,1
"2022-12-05",Glukosa,1
"2022-12-05",Glukosa Darah Puasa,1
"2022-12-05",Hasil,22
"2022-12-05",HbA1C,1
"2022-12-05",HBsAg Rapid,1
"2022-12-05",Hematokrit,4
"2022-12-05",Hemoglobin,4
"2022-12-05",Jamur,1
"2022-12-05",Kejernihan,1
"2022-12-05",Keton,1
"2022-12-05",Kristal,1
"2022-12-05",Laju Endap Darah (LED),3
"2022-12-05",Lekosit,5
"2022-12-05",Limfosit,4
"2022-12-05",Limfosit Absolut,3
"2022-12-05",MCH,4
"2022-12-05",MCHC,4
"2022-12-05",MCV,4
"2022-12-05",Monosit,4
"2022-12-05",Neutrofil,4
"2022-12-05",Neutrofil Absolut,3
"2022-12-05",Nitrit,1
"2022-12-05",NLR,4
"2022-12-05",pH,1
"2022-12-05",Protein,1
"2022-12-05",RDW,4
"2022-12-05",Silinder,1
"2022-12-05",Trombosit,4
"2022-12-05",TSHs,1
"2022-12-05",Urobilinogen,1
"2022-12-05",Warna,1
"2022-12-06",Anti HIV Rapid Kualiatif,1
"2022-12-06",Antigen SARS Cov-19 Nasal,3
"2022-12-06",Antigen SARS-CoV-2 ,12
"2022-12-06",Basofil,1
"2022-12-06",Eosinofil,1
"2022-12-06",Eritrosit,1
"2022-12-06",Glukosa Darah Sewaktu,1
"2022-12-06",Hasil,12
"2022-12-06",HBsAg Rapid,1
"2022-12-06",Hematokrit,1
"2022-12-06",Hemoglobin,1
"2022-12-06",Lekosit,1
"2022-12-06",Limfosit,1
"2022-12-06",MCH,1
"2022-12-06",MCHC,1
"2022-12-06",MCV,1
"2022-12-06",Monosit,1
"2022-12-06",Neutrofil,1
"2022-12-06",NLR,1
"2022-12-06",RDW,1
"2022-12-06",TPHA,1
"2022-12-06",Trombosit,1
"2022-12-06",VDRL,1
"2022-12-07",Antigen SARS Cov-19 Nasal,1
"2022-12-07",Antigen SARS-CoV-2 ,16
"2022-12-07",Asam Urat,1
"2022-12-07",Bakteri,1
"2022-12-07",Basofil,1
"2022-12-07",Berat Jenis,1
"2022-12-07",Bilirubin,1
"2022-12-07",Darah Samar,1
"2022-12-07",Eosinofil,1
"2022-12-07",Epitel,1
"2022-12-07",Eritrosit,2
"2022-12-07",Esterase Lekosit,1
"2022-12-07",Glukosa,1
"2022-12-07",Glukosa Darah Puasa,1
"2022-12-07",Hasil,15
"2022-12-07",Hematokrit,1
"2022-12-07",Hemoglobin,1
"2022-12-07",Jamur,1
"2022-12-07",Kejernihan,1
"2022-12-07",Keton,1
"2022-12-07",Kolesterol LDL Direk,1
"2022-12-07",Kolesterol Total,1
"2022-12-07",Kreatinin,2
"2022-12-07",Kristal,1
"2022-12-07",Laju Endap Darah (LED),1
"2022-12-07",Lekosit,2
"2022-12-07",Limfosit,1
"2022-12-07",Limfosit Absolut,1
"2022-12-07",MCH,1
"2022-12-07",MCHC,1
"2022-12-07",MCV,1
"2022-12-07",Monosit,1
"2022-12-07",Neutrofil,1
"2022-12-07",Neutrofil Absolut,1
"2022-12-07",Nitrit,1
"2022-12-07",NLR,1
"2022-12-07",pH,1
"2022-12-07",Protein,1
"2022-12-07",RDW,1
"2022-12-07",Silinder,1
"2022-12-07",Trigliserida,1
"2022-12-07",Trombosit,1
"2022-12-07",Ureum,1
"2022-12-07",Urobilinogen,1
"2022-12-07",Warna,1
"2022-12-08",Anti HIV Rapid Kualiatif,1
"2022-12-08",Antigen SARS Cov-19 Nasal,3
"2022-12-08",Antigen SARS-CoV-2 ,7
"2022-12-08",Bakteri,1
"2022-12-08",Basofil,3
"2022-12-08",Berat Jenis,1
"2022-12-08",Bilirubin,1
"2022-12-08",Darah Samar,1
"2022-12-08",Eosinofil,3
"2022-12-08",Epitel,1
"2022-12-08",Eritrosit,4
"2022-12-08",Esterase Lekosit,1
"2022-12-08",Glukosa,1
"2022-12-08",Glukosa Darah 2 Jam PP,1
