"tahun_bulan","LIST_TEST","PAY","jumlah_pembelian","income"
"2023-01","Hematologi Lengkap, SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Ureum, Asam Urat, Glukosa Darah Puasa, Urine Lengkap , Kreatinin ( eGFR )",926000.0,1,926000.0
"2022-07","Hematologi Rutin, Dengue NS 1 Ag, PCR SARS CoV-2 - Reguler",925000.0,1,925000.0
"2023-01",ANA IF,924000.0,1,924000.0
"2021-07","Hematologi Lengkap, D-dimer",923000.0,1,923000.0
"2022-02","Kolesterol Total, Asam Urat, Free T4 (FT4), TSHs",923000.0,1,923000.0
"2022-08","Hematologi Rutin, Dengue NS 1 Ag, PCR SARS CoV-2 - Reguler",920000.0,1,920000.0
"2022-10","D-dimer, Ureum, Kreatinin",920000.0,1,920000.0
"2022-12","Hematologi Rutin, Golongan Darah, Anti HIV Rapid Kualitatif, HBsAg Rapid, TPHA, VDRL, Urine Lengkap ",916000.0,1,916000.0
"2022-01","Hematologi Lengkap, SGOT, SGPT, Anti Dengue IgG - IgM",915000.0,1,915000.0
"2022-06","Hematologi Lengkap, SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Ureum, Asam Urat, Glukosa Darah 2 Jam PP, Kreatinin",915000.0,1,915000.0
"2022-06","SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Ureum, Asam Urat, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP, Urine Lengkap , Kreatinin",915000.0,1,915000.0
"2023-03","Hematologi Lengkap, Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Ureum, Kreatinin, Asam Urat, Glukosa Darah Puasa, HbA1C",915000.0,1,915000.0
"2022-12","Hematologi Lengkap, Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Ureum, Kreatinin, Asam Urat, Glukosa Darah Puasa, HbA1C",915000.0,1,915000.0
"2021-06","Hematologi Lengkap, Golongan Darah, Glukosa Darah Sewaktu, Anti HIV Rapid I, HBsAg Rapid, TPHA, VDRL",912000.0,1,912000.0
"2022-04","Hematologi Lengkap, Ferritin, Glukosa Darah Sewaktu, Anti HIV Rapid Kualiatif, HBsAg Rapid, Urine Lengkap ",905000.0,1,905000.0
"2022-06","Hematologi Lengkap, T4 (Total), TSHs",905000.0,1,905000.0
"2022-05","Hematologi Rutin, Ferritin, Glukosa Darah Sewaktu, Anti HIV Rapid Kualiatif, HBsAg Rapid, Urine Lengkap ",900000.0,1,900000.0
"2022-03","Hematologi Lengkap, Masa Perdarahan (BT), Masa Pembekuan (CT), Protrombine Time (PT), APTT",900000.0,1,900000.0
"2022-08","Hematologi Rutin, D-dimer",900000.0,1,900000.0
"2022-09","Hematologi Lengkap, Glukosa Darah Sewaktu, Anti HIV Rapid Kualitatif, HBsAg Rapid, TPHA, VDRL, Urine Lengkap ",896000.0,1,896000.0
"2022-02",PCR SARS CoV-2 - Super Cito,895000.0,1,895000.0
"2022-10",PCR SARS CoV-2 - Super Cito,895000.0,1,895000.0
"2023-03","Glukosa Darah Puasa, Free T4 (FT4), TSHs",895000.0,1,895000.0
"2023-03",PCR SARS CoV-2 - Super Cito,895000.0,1,895000.0
"2022-11","Hematologi Lengkap, Widal, CRP Kuantitatif, ASTO/ ASO",893000.0,1,893000.0
"2021-12","Hematologi Lengkap, SGOT, SGPT, Albumin, Ureum, Kreatinin, Glukosa Darah Sewaktu, Anti HIV Rapid I, HBsAg Rapid, Urine Lengkap ",884000.0,1,884000.0
"2022-11","Hematologi Lengkap, SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Ureum, Kreatinin, Asam Urat, Urine Lengkap ",881000.0,1,881000.0
"2023-04","Hematologi Lengkap, SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Ureum, Asam Urat, Urine Lengkap , Kreatinin ( eGFR )",881000.0,1,881000.0
"2022-12","Hematologi Rutin, Ferritin, Glukosa Darah Sewaktu, Anti HIV Rapid Kualitatif, HBsAg Rapid, Urine Lengkap ",881000.0,1,881000.0
"2022-05",CA 125,880000.0,1,880000.0
"2022-09","D-dimer, Antigen SARS-CoV-2 ",875000.0,1,875000.0
"2022-07","Hematologi Lengkap, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Ureum, Asam Urat, Glukosa Darah Puasa, Urine Lengkap , Kreatinin",875000.0,1,875000.0
"2023-01","Hematologi Lengkap, SGOT, SGPT, Ureum, CEA, Kreatinin ( eGFR )",875000.0,1,875000.0
"2022-10",CA 125,870000.0,1,870000.0
"2022-11",CA 125,870000.0,1,870000.0
"2023-02",CA 125,870000.0,1,870000.0
"2023-04","Anti HIV, HBsAg Rapid, Thorax PA",867000.0,1,867000.0
"2022-11","Hematologi Rutin, SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Ureum, Kreatinin, Asam Urat, Urine Lengkap ",856000.0,1,856000.0
"2022-12","Hematologi Lengkap, Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Asam Urat, Glukosa Darah Puasa, HbA1C, Urine Lengkap ",856000.0,1,856000.0
"2022-08","Hematologi Lengkap, SGOT, SGPT, Widal, CRP Kuantitatif",855000.0,1,855000.0
"2022-08","Hematologi Lengkap, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Ureum, Asam Urat, Glukosa Darah Puasa, Urine Lengkap , Kreatinin",851000.0,1,851000.0
"2023-01","Hematologi Lengkap, Anti HIV Rapid Kualitatif, HBsAg Rapid, TPHA, VDRL, Urine Lengkap ",851000.0,1,851000.0
"2022-12","Hematologi Lengkap, Anti HIV Rapid Kualitatif, HBsAg Rapid, TPHA, VDRL, Urine Lengkap ",851000.0,1,851000.0
"2022-03","Ureum, Elektrolit Serum (Na-K-Cl), PCR SARS CoV-2 - Reguler, Kreatinin",850000.0,1,850000.0
"2022-08","Free T4 (FT4), TSHs",850000.0,1,850000.0
"2022-11","Anti Toxoplasma IgG, Anti Toxoplasma IgM",850000.0,1,850000.0
"2023-02","Hematologi Lengkap, SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Ureum, Asam Urat, Glukosa Darah Puasa, Kreatinin ( eGFR )",845000.0,1,845000.0
"2022-01","Hematologi Lengkap, SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Ureum, Asam Urat, Glukosa Darah Puasa, Widal, Kreatinin",844000.0,1,844000.0
"2022-03","Free T4 (FT4), TSHs",840000.0,1,840000.0
"2022-07","Free T4 (FT4), TSHs",840000.0,1,840000.0
"2022-10","Hematologi Rutin, SGPT, Kolesterol Total, Kolesterol LDL Direk, Trigliserida, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP, HbA1C, Kreatinin",840000.0,1,840000.0
"2022-12","Hematologi Lengkap, Kolesterol LDL Direk, Trigliserida, Kreatinin, Glukosa Darah Puasa, PT Dan INR",840000.0,1,840000.0
"2023-05","SGOT, SGPT, HBeAg, HBsAg Rapid",836000.0,1,836000.0
"2022-09","Hematologi Rutin, Golongan Darah, Anti HIV Rapid Kualitatif, HBsAg Rapid, TPHA, VDRL",835000.0,1,835000.0
"2021-09","Hematologi Lengkap, Protrombine Time (PT), APTT",831000.0,1,831000.0
"2021-08","Hematologi Lengkap, Protrombine Time (PT), APTT",831000.0,1,831000.0
"2021-10","Hematologi Rutin, Kolesterol LDL Direk, Trigliserida, Ureum, Kreatinin, Asam Urat, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP, HbA1C",828000.0,1,828000.0
"2022-07",PA Jaringan Kecil,828000.0,1,828000.0
"2021-11","Hematologi Lengkap, SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Ureum, Kreatinin, Glukosa Darah Puasa",823000.0,1,823000.0
"2022-08","Hematologi Rutin, Ferritin, Glukosa Darah Puasa, Glukosa Toleransi Test (GTT 1x), Urine Lengkap ",821000.0,1,821000.0
"2021-10","Hematologi Rutin, D-dimer, HbA1C",816000.0,1,816000.0
"2022-12","Hematologi Lengkap, Serum Iron (S I), Ferritin, Urine Lengkap ",816000.0,1,816000.0
"2022-05","Anti Toxoplasma IgG, Anti Toxoplasma IgM",815000.0,1,815000.0
"2023-03","Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Ureum, Asam Urat, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP, HbA1C, Kreatinin ( eGFR )",815000.0,1,815000.0
"2022-10","Hematologi Rutin, Golongan Darah, Vitamin D 25 OH, Glukosa Darah Sewaktu, HBsAg Rapid, Urine Lengkap ",811000.0,1,811000.0
"2022-11",Anti Mullerian Hormon (AMH),810000.0,1,810000.0
"2021-10","PCR SARS CoV-2 - Reguler, Biaya Adm CIto",795000.0,1,795000.0
"2022-06","Hematologi Lengkap, Protrombine Time (PT), APTT, Glukosa Darah Puasa",795000.0,1,795000.0
"2022-11","Hematologi Lengkap, Anti Dengue IgG - IgM",795000.0,1,795000.0
"2022-12","Hematologi Lengkap, Anti Dengue IgG - IgM",795000.0,1,795000.0
"2023-02","Hematologi Rutin, Glukosa Darah Sewaktu, Dengue NS 1 Ag, Urine Lengkap ",795000.0,1,795000.0
"2021-10","Hematologi Lengkap, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Ureum, Kreatinin, Glukosa Darah Puasa, HbA1C",791100.0,1,791100.0
"2021-08","Hematologi Lengkap, SGOT, SGPT, Kolesterol Total, Trigliserida, Ureum, Kreatinin, Asam Urat, Glukosa Darah Puasa, Urine Lengkap ",791000.0,1,791000.0
"2021-10","Free T4 (FT4), TSHs",790000.0,1,790000.0
"2022-06","Urine Lengkap , Kultur Urine",790000.0,1,790000.0
"2022-10","Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Ureum, Asam Urat, HbA1C, Kreatinin",790000.0,1,790000.0
"2022-12","Hematologi Rutin, Glukosa Darah Sewaktu, Anti HIV Rapid Kualitatif, HBsAg Rapid, TPHA, VDRL",790000.0,1,790000.0
"2021-12","Hematologi Rutin, Anti HIV Rapid I, HBsAg Rapid, TPHA, VDRL, Urine Lengkap ",786000.0,1,786000.0
"2023-05","Vitamin D 25 OH, SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Trigliserida, Ureum, Asam Urat, Glukosa Darah Puasa, Kreatinin ( eGFR )",786000.0,1,786000.0
"2022-07",Kultur PUS,785000.0,1,785000.0
"2022-09","Widal, Dengue NS 1 Ag",785000.0,1,785000.0
"2021-07","Anti HCV, HBsAg Rapid",784000.0,1,784000.0
"2021-10","Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Ureum, Kreatinin, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP, HbA1C",782000.0,1,782000.0
"2022-06",D-dimer,780000.0,1,780000.0
"2022-08",D-dimer,780000.0,1,780000.0
"2022-11","Hematologi Lengkap, SGOT, SGPT, Kolesterol Total, Trigliserida, Ureum, Kreatinin, Asam Urat, Glukosa Darah Puasa, Urine Lengkap , Konsultasi Dokter",780000.0,1,780000.0
"2022-01","Hematologi Lengkap, Anti Dengue IgG - IgM",775000.0,1,775000.0
"2022-02","Hematologi Lengkap, Anti Dengue IgG - IgM",775000.0,1,775000.0
"2022-11","Hematologi Lengkap, Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Asam Urat, Glukosa Darah Puasa, HbA1C",775000.0,1,775000.0
"2022-12","Hematologi Lengkap, Kolesterol LDL, Trigliserida, Kreatinin, Glukosa Darah Puasa, PT Dan INR",775000.0,1,775000.0
"2021-10","Hematologi Lengkap, Masa Perdarahan (BT), Protrombine Time (PT), APTT",774000.0,1,774000.0
"2022-12","Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Ureum, Kreatinin, Asam Urat, Glukosa Darah Puasa, HbA1C",770000.0,1,770000.0
"2022-05","Hematologi Lengkap, Kolesterol Total, Trigliserida, Asam Urat, Glukosa Darah Puasa, Urine Lengkap ",765000.0,1,765000.0
"2021-06","Hematologi Lengkap, Dengue NS 1 Ag",760000.0,1,760000.0
"2022-01","D-dimer, PCR SARS CoV-2 - Reguler",760000.0,1,760000.0
"2022-05","Hematologi Lengkap, Kolesterol Total, Glukosa Darah Sewaktu, Anti HIV Rapid Kualiatif, HBsAg Rapid, SCREENING NARKOBA",755000.0,1,755000.0
"2023-05","T3 (Total), T4 (Total), TSHs",755000.0,1,755000.0
"2023-01","Masa Perdarahan (BT), Masa Pembekuan (CT), Protrombine Time (PT), APTT",755000.0,1,755000.0
"2023-02",Tiroglobulin (H TG),754000.0,1,754000.0
"2022-12",Tiroglobulin (H TG),754000.0,1,754000.0
"2021-10","Hematologi Lengkap, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Ureum, Kreatinin, Asam Urat, Glukosa Darah Puasa",753000.0,1,753000.0
"2021-11","SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Ureum, Kreatinin, Asam Urat, Glukosa Darah 2 Jam PP",745000.0,1,745000.0
"2022-08","Hematologi Rutin, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Ureum, Asam Urat, Glukosa Darah Puasa, Kreatinin",745000.0,1,745000.0
"2022-09","Hematologi Rutin, Anti HIV Rapid Kualitatif, HBsAg Rapid, TPHA, VDRL",745000.0,1,745000.0
"2022-11","Hematologi Rutin, Antigen SARS-CoV-2 , Dengue NS 1 Ag",740000.0,1,740000.0
"2022-10","Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Asam Urat, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP, HbA1C",740000.0,1,740000.0
"2022-01","Hematologi Lengkap, Widal, Anti Dengue IgG - IgM",738000.0,1,738000.0
"2021-09","Hematologi Rutin, Dengue NS 1 Ag",737000.0,1,737000.0
"2023-05","Hematologi Lengkap, Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Ureum, Asam Urat, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP, HbA1C, Kreatinin ( eGFR )",737000.0,1,737000.0
"2022-09","T3 (Total), T4 (Total)",736000.0,1,736000.0
"2023-03","Hematologi Lengkap, Serum Iron (S I), Ferritin",735000.0,1,735000.0
"2023-01","Hematologi Lengkap, Serum Iron (S I), Ferritin",735000.0,1,735000.0
"2023-03","Ferritin, Vitamin D 25 OH",735000.0,1,735000.0
"2021-11","Hematologi Lengkap, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Kreatinin, Asam Urat, Glukosa Darah Puasa, HbA1C, Urine Lengkap ",729400.0,1,729400.0
"2022-03","Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Ureum, Asam Urat, Glukosa Darah Puasa, Antigen SARS-CoV-2 , Kreatinin",725000.0,1,725000.0
"2022-10","Hematologi Rutin, SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Asam Urat, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP",725000.0,1,725000.0
"2022-03","Hematologi Lengkap, Ureum, Elektrolit Serum (Na-K-Cl), Kreatinin",720000.0,1,720000.0
"2022-04","Hematologi Lengkap, PCR SARS CoV-2 (CITO 1)",720000.0,1,720000.0
"2022-08",Beta HCG Darah,720000.0,1,720000.0
"2023-02",Beta HCG Darah,720000.0,1,720000.0
"2022-10","Hematologi Lengkap, SGOT, SGPT, Total Protein-Alb-Glob, Ureum, Urine Lengkap , Kreatinin",716000.0,1,716000.0
"2021-09","Vitamin D 25 OH, HbA1C",715000.0,1,715000.0
"2022-09","Golongan Darah, Anti HIV Rapid Kualitatif, HBsAg Rapid, TPHA, VDRL",715000.0,1,715000.0
"2022-12","Golongan Darah, G6PD, TSH Neonatus",715000.0,1,715000.0
"2021-09","Hematologi Lengkap, SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Ureum, Kreatinin, eGFR, Asam Urat, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP, HbA1C",705000.0,1,705000.0
"2022-10","Hematologi Lengkap, SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Asam Urat, Glukosa Darah Puasa",705000.0,1,705000.0
"2022-12","Hematologi Lengkap, Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Ureum, Kreatinin, Asam Urat, Glukosa Darah Puasa",705000.0,1,705000.0
"2021-09","SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Ureum, Kreatinin, Asam Urat",704000.0,1,704000.0
"2022-03","SGOT, SGPT, Free T4 (FT4), Antigen SARS-CoV-2 ",700000.0,1,700000.0
"2022-06","Hematologi Rutin, Anti HIV Rapid Kualiatif, HBsAg Rapid, TPHA, Urine Lengkap ",700000.0,1,700000.0
"2022-04","Hematologi Lengkap, SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Ureum, Asam Urat, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP, Urine Lengkap , Kreatinin",696500.0,1,696500.0
"2022-05","SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Ureum, Glukosa Darah Puasa, Kreatinin",695000.0,1,695000.0
"2022-08","Hematologi Rutin, SGOT, SGPT, Elektrolit Serum (Na-K-Cl)",695000.0,1,695000.0
"2022-11","Hematologi Lengkap, SGOT, SGPT, Kolesterol Total, Trigliserida, Kreatinin, Asam Urat, Glukosa Darah Puasa, Urine Lengkap ",691000.0,1,691000.0
"2021-10","Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Kreatinin, HbA1C, Hs-CRP",690900.0,1,690900.0
"2022-03",Kultur Urine,690000.0,1,690000.0
"2022-06","Hematologi Lengkap, Masa Perdarahan (BT), Masa Pembekuan (CT), Glukosa Darah Sewaktu, Anti HIV Rapid Kualiatif, HBsAg Rapid, Urine Lengkap ",690000.0,1,690000.0
"2022-05",Kultur Urine,690000.0,1,690000.0
"2022-07",Kultur Urine,690000.0,1,690000.0
"2022-05","Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Ureum, Asam Urat, Urine Lengkap , Kreatinin",685000.0,1,685000.0
"2023-02","Hematologi Lengkap, Albumin, Elektrolit Serum (Na-K-Cl)",685000.0,1,685000.0
"2022-12",Kultur Urine,685000.0,1,685000.0
"2023-03",Kultur Urine,685000.0,1,685000.0
"2023-05",Kultur Urine,685000.0,1,685000.0
"2021-12","Hematologi Lengkap, Masa Perdarahan (BT), Masa Pembekuan (CT), Glukosa Darah Sewaktu, HBsAg Rapid, PCR SARS CoV-2 - Reguler",684000.0,1,684000.0
"2021-09","SARS-CoV2 Antibody (Kuantitatif), PCR SARS CoV-2 - Reguler",680000.0,1,680000.0
"2022-12","Hematologi Lengkap, Widal, PCR SARS CoV-2 - Reguler",680000.0,1,680000.0
"2022-12","Fibrinogen, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk",680000.0,1,680000.0
"2022-07","Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Ureum, Asam Urat, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP, Kreatinin",675000.0,1,675000.0
"2023-03","Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Asam Urat, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP, HbA1C",675000.0,1,675000.0
"2023-01","Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Asam Urat, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP, HbA1C",675000.0,1,675000.0
"2021-06","CK - MB, LDH",674000.0,1,674000.0
"2021-08","Antigen SARS-CoV-2 , PCR SARS CoV-2 - Reguler",674000.0,1,674000.0
"2021-06","D-dimer, SARS-CoV2 Antibody (Kuantitatif)",670000.0,1,670000.0
"2022-09","Hematologi Lengkap, Dengue NS 1 Ag",670000.0,1,670000.0
"2022-09",Aviditas Anti CMV IgG,670000.0,1,670000.0
"2022-07","Antigen SARS-CoV-2 , PCR SARS CoV-2 (CITO 1)",670000.0,1,670000.0
"2022-11","Hematologi Lengkap, Dengue NS 1 Ag",670000.0,1,670000.0
"2022-12","Hematologi Lengkap, Dengue NS 1 Ag",670000.0,1,670000.0
"2023-01","Hematologi Lengkap, Dengue NS 1 Ag",670000.0,1,670000.0
"2022-01",PSA Total,667000.0,1,667000.0
"2022-06","Hematologi Rutin, Glukosa Darah Sewaktu, Anti HIV Rapid Kualiatif, HBsAg Rapid, VDRL, Urine Lengkap ",660000.0,1,660000.0
"2022-11","Hematologi Rutin, Widal, CRP Kuantitatif",660000.0,1,660000.0
"2023-03","Hematologi Rutin, Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Asam Urat, Glukosa Darah Puasa, Elektrokardiogram",660000.0,1,660000.0
"2022-02","D-dimer, Kolesterol Total, Asam Urat, Glukosa Darah Sewaktu",659000.0,1,659000.0
"2022-09","Hematologi Lengkap, Golongan Darah, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP, Anti HIV Rapid Kualitatif, HBsAg Rapid, Urine Lengkap ",656000.0,1,656000.0
"2022-05","Hematologi Rutin, Widal, PCR SARS CoV-2 - Reguler",655000.0,1,655000.0
"2022-09","Hematologi Rutin, Widal, PCR SARS CoV-2 - Reguler",655000.0,1,655000.0
"2022-11","Hematologi Rutin, Kolesterol Total, HbA1C, Widal",655000.0,1,655000.0
"2022-12",Progesteron,655000.0,1,655000.0
"2022-01","Hematologi Lengkap, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Kreatinin, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP",654000.0,1,654000.0
"2023-03","Hematologi Lengkap, IgE Total",653000.0,1,653000.0
"2022-11",HBeAg,651000.0,1,651000.0
"2022-02",Kultur Urine,650000.0,1,650000.0
"2022-09",Anti Dengue IgG - IgM,650000.0,1,650000.0
"2023-02","Glukosa Darah Puasa, Glukosa Darah 2 Jam PP, Testosteron",650000.0,1,650000.0
"2021-11","Hematologi Lengkap, Dengue NS 1 Ag",648000.0,1,648000.0
"2022-04","Serum Iron (S I), Total Iron Binding Capacity - TIBC",645000.0,1,645000.0
"2022-09","Hematologi Rutin, Dengue NS 1 Ag",645000.0,1,645000.0
"2022-02","Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP, HbA1C",642000.0,1,642000.0
"2021-06","Hematologi Lengkap, SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Ureum, Kreatinin, eGFR, Asam Urat, Glukosa Darah Puasa, HbA1C",641500.0,1,641500.0
"2021-07","Hematologi Lengkap, SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Ureum, Kreatinin, eGFR, Asam Urat, Glukosa Darah Puasa, HbA1C",641500.0,1,641500.0
"2021-07",PCR SARS CoV-2 - Reguler,639200.0,1,639200.0
"2021-09","Vitamin D 25 OH, SARS-CoV2 Antibody (Kuantitatif)",635000.0,1,635000.0
"2022-01",Cortisol Pagi,635000.0,1,635000.0
"2022-05","Hematologi Lengkap, SGOT, SGPT, Ureum, HbA1C, Kreatinin",635000.0,1,635000.0
"2022-10","Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Asam Urat, Widal",635000.0,1,635000.0
"2022-07","SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Asam Urat, Glukosa Darah Puasa",630000.0,1,630000.0
"2023-05","Hematologi Lengkap, Kolesterol LDL Direk, Trigliserida, Ureum, Asam Urat, Glukosa Darah Puasa, PT Dan INR, Kreatinin ( eGFR )",630000.0,1,630000.0
"2022-03","Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Glukosa Darah Puasa, HbA1C",625000.0,1,625000.0
"2022-04","Anti HIV Rapid Kualiatif, HBsAg Rapid, TPHA, VDRL",625000.0,1,625000.0
"2022-05","Hematologi Rutin, HbA1C, Glukosa Toleransi Test (GTT 2x), Urine Lengkap ",620000.0,1,620000.0
"2023-05","Serum Iron (S I), Total Iron Binding Capacity - TIBC, Ferritin",620000.0,1,620000.0
"2021-11","Hematologi Lengkap, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Asam Urat, Glukosa Darah Puasa",613000.0,1,613000.0
"2022-08","Total Iron Binding Capacity - TIBC, Ferritin",612000.0,1,612000.0
"2023-01","Hematologi Lengkap, Ferritin, Urine Lengkap ",611000.0,1,611000.0
"2022-04","Hematologi Rutin, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Asam Urat, Glukosa Darah Puasa",610000.0,1,610000.0
"2023-02","Hematologi Lengkap, Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Asam Urat, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP",610000.0,1,610000.0
"2022-01","SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Asam Urat, Glukosa Darah Puasa, HbA1C",608250.0,1,608250.0
"2021-11","Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Ureum, Kreatinin, Asam Urat, Glukosa Darah Puasa",605000.0,1,605000.0
"2022-01","SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Asam Urat, Glukosa Darah Puasa",605000.0,1,605000.0
"2022-01","Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Ureum, Kreatinin, Asam Urat, Glukosa Darah Puasa",605000.0,1,605000.0
"2022-05","Protrombine Time (PT), APTT",605000.0,1,605000.0
"2022-06","Hematologi Rutin, Golongan Darah, Glukosa Darah Sewaktu, Anti HIV Rapid Kualiatif, HBsAg Rapid, Urine Lengkap ",605000.0,1,605000.0
"2022-09","Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Ureum, Asam Urat, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP, Kreatinin",605000.0,1,605000.0
"2022-08","Protrombine Time (PT), APTT",605000.0,1,605000.0
"2022-11","Protrombine Time (PT), APTT",605000.0,1,605000.0
"2022-10","Kolesterol Total, Kolesterol LDL Direk, Trigliserida, Asam Urat, Glukosa Darah Puasa, HbA1C",605000.0,1,605000.0
"2023-03","Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Ureum, Asam Urat, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP, Kreatinin ( eGFR )",605000.0,1,605000.0
"2022-12","Kolesterol Total, Trigliserida, Agregasi Trombosit",605000.0,1,605000.0
"2021-06",PCR SARS CoV-2 - Reguler,600000.0,1,600000.0
"2021-12","Hematologi Lengkap, SGOT, Kreatinin, Widal, Urine Lengkap ",600000.0,1,600000.0
"2022-03","SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP",600000.0,1,600000.0
"2022-09","Hematologi Lengkap, Kolesterol Total, Asam Urat, Glukosa Darah Sewaktu, PCR SARS CoV-2 - Reguler",600000.0,1,600000.0
